Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,13,0,36.8375,8,26.97936,100
1,13,1,36.8375,8,26.97936,100
1,13,2,36.8375,8,26.97936,75
1,13,3,36.8375,8,26.97936,100
1,13,4,36.8375,8,26.97936,100
1,13,5,36.8375,8,26.97936,100
1,13,6,36.8375,8,26.97936,100
1,13,7,36.8375,8,26.97936,100
1,13,8,36.8375,8,26.97936,54.54546
1,13,8,36.8375,8,26.97936,54.54546
1,13,9,36.8375,8,26.97936,100
1,13,10,36.8375,8,26.97936,100
