Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
30,-20,1,43.59523,-74.38092,-74.38092,0,0
30,-20,2,61.19046,-144.7618,-144.7618,0,0
52.5,-110,2,72.92857,-191.7143,-191.7143,0,0
52.5,-110,1,74.63097,-198.5239,-198.5239,0,0
75,-200,1,64.0238,-156.0952,-156.0952,0,0
75,-200,2,53.15477,-112.6191,-112.6191,0,0
75,-200,2,70.30952,-181.2381,-181.2381,0,0
75,-200,2,68.34525,-173.381,-173.381,0,0
52.5,-110,2,53.54762,-114.1905,-114.1905,0,0
52.5,-110,2,56.82143,-127.2857,-127.2857,0,0
30,-20,2,45.16666,-80.66664,-80.66664,0,0
30,-20,2,73.58334,-194.3334,-194.3334,0,0
