Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
25,-20,1,45.92857,-103.7143,-103.7143,0,0
25,-20,2,34.35714,-57.42857,-57.42857,0,0
47.5,-110,2,49.78572,-119.1429,-119.1429,0,0
47.5,-110,1,28.85714,-35.42857,-35.42857,0,0
70,-200,2,25,-20,-20,0,0
70,-200,2,25,-20,-20,0,0
47.5,-110,2,57.46429,-149.8571,-149.8571,0,0
47.5,-110,2,58.42857,-153.7143,-153.7143,0,0
70,-200,1,70,-200,-200,0,0
70,-200,2,58.42857,-153.7143,-153.7143,0,0
25,-20,1,70,-200,-200,0,0
25,-20,2,42.35714,-89.42857,-89.42857,0,0
