Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
2,9,21,41.545,12,38.97186,100
2,10,21,40.95,11,34.7753,100
2,11,21,40.355,10,31.50702,80
2,12,21,39.76,9,28.96167,100
2,13,21,39.165,8,26.97936,90
2,14,21,38.57,7,25.43553,83.33334
2,15,21,37.975,6,24.23319,50
2,14,21,38.57,7,25.43553,85.71429
2,15,21,37.975,6,24.23319,100
2,16,21,37.38,5,23.29682,66.66666
2,15,21,37.975,6,24.23319,66.66666
2,17,21,36.785,4,22.56756,0
2,18,21,36.19,3,21.99962,0
2,19,21,35.595,2,21.5573,0
3,9,21,41.545,12,38.97186,100
3,10,21,40.95,11,34.7753,100
3,11,21,40.355,10,31.50702,87.5
3,12,21,39.76,9,28.96167,80
3,13,21,39.165,8,26.97936,100
3,14,21,38.57,7,25.43553,85.71429
3,15,21,37.975,6,24.23319,40
3,14,21,38.57,7,25.43553,77.77778
3,15,21,37.975,6,24.23319,100
3,16,21,37.38,5,23.29682,0
3,16,21,37.38,5,23.29682,0
3,17,21,36.785,4,22.56756,0
3,18,21,36.19,3,21.99962,0
3,19,21,35.595,2,21.5573,0
4,9,21,41.545,12,38.97186,100
4,10,21,40.95,11,34.7753,100
4,11,21,40.355,10,31.50702,100
4,12,21,39.76,9,28.96167,100
4,13,21,39.165,8,26.97936,75
4,14,21,38.57,7,25.43553,57.14286
4,13,21,39.165,8,26.97936,66.66666
4,15,21,37.975,6,24.23319,0
4,16,21,37.38,5,23.29682,0
4,17,21,36.785,4,22.56756,0
4,18,21,36.19,3,21.99962,0
4,19,21,35.595,2,21.5573,0
