Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
0,2,0,39.725,19,129.1755,100
0,2,1,39.725,19,129.1755,100
0,2,2,39.725,19,129.1755,100
0,2,2,39.725,19,129.1755,0
0,2,2,39.725,19,129.1755,100
0,2,3,39.725,19,129.1755,100
0,2,4,39.725,19,129.1755,100
0,2,5,39.725,19,129.1755,100
0,2,6,39.725,19,129.1755,100
0,2,7,39.725,19,129.1755,100
0,2,8,39.725,19,129.1755,100
0,2,9,39.725,19,129.1755,100
0,2,13,39.725,19,129.1755,100
