Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
75,-200,2,40.71429,-62.85715,-62.85715,0,0
75,-200,2,36.65477,-46.61908,-46.61908,0,0
52.5,-110,2,56.42857,-125.7143,-125.7143,0,0
52.5,-110,2,55.51191,-122.0477,-122.0477,0,0
30,-20,2,36,-44,-44,0,0
30,-20,2,38.2262,-52.9048,-52.9048,0,0
75,-200,1,80,-220,-220,0,0
75,-200,2,42.41668,-69.66673,-69.66673,0,0
52.5,-110,2,50.14286,-100.5714,-100.5714,0,0
52.5,-110,1,80,-220,-220,0,0
30,-20,1,74.2381,-196.9524,-196.9524,0,0
30,-20,2,44.51191,-78.04765,-78.04765,0,0
