Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
3,9,12,37.8875,12,38.97186,90
3,9,13,37.8875,12,38.97186,100
3,9,15,41.545,12,38.97186,100
3,9,16,41.545,12,38.97186,100
3,9,17,41.545,12,38.97186,100
3,9,18,41.545,12,38.97186,100
3,9,19,41.545,12,38.97186,100
3,9,20,41.545,12,38.97186,100
3,9,21,41.545,12,38.97186,100
3,9,22,41.545,12,38.97186,77.77778
3,9,23,41.545,12,38.97186,100
3,9,25,41.545,12,38.97186,44.44444
3,9,25,41.545,12,38.97186,100
