Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
52.5,-110,2,80,-220,-220,0,0
52.5,-110,2,80,-220,-220,0,0
30,-20,1,52.76191,-111.0477,-111.0477,0,0
30,-20,2,80,-220,-220,0,0
75,-200,2,80,-220,-220,0,0
75,-200,2,80,-220,-220,0,0
30,-20,2,67.95236,-171.8094,-171.8094,0,0
30,-20,2,51.71429,-106.8571,-106.8571,0,0
52.5,-110,2,67.95236,-171.8094,-171.8094,0,0
52.5,-110,1,80,-220,-220,0,0
75,-200,1,56.95236,-127.8094,-127.8094,0,0
75,-200,2,80,-220,-220,0,0
