Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
0,10,0,37.625,11,34.7753,100
0,10,1,37.625,11,34.7753,46.15385
0,10,1,37.625,11,34.7753,88.88889
0,10,2,37.625,11,34.7753,0
0,10,3,37.625,11,34.7753,0
0,10,4,37.625,11,34.7753,0
0,10,5,37.625,11,34.7753,100
0,10,5,37.625,11,34.7753,66.66666
0,10,6,37.625,11,34.7753,100
0,10,7,37.625,11,34.7753,76.92308
0,10,8,37.625,11,34.7753,85.71429
0,10,9,37.625,11,34.7753,100
0,10,9,37.625,11,34.7753,0
0,10,13,37.625,11,34.7753,0
