Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
52.5,-110,2,49.35714,-97.42857,-97.42857,0,0
52.5,-110,1,26.96428,-7.85714,-7.85714,0,0
52.5,-110,2,39.40475,-57.61899,-57.61899,0,0
52.5,-110,2,40.05954,-60.23816,-60.23816,0,0
30,-20,1,47.78571,-91.14285,-91.14285,0,0
30,-20,2,56.29765,-125.1906,-125.1906,0,0
30,-20,2,47.78571,-91.14285,-91.14285,0,0
30,-20,2,60.48811,-141.9525,-141.9525,0,0
75,-200,1,64.0238,-156.0952,-156.0952,0,0
75,-200,2,73.05954,-192.2382,-192.2382,0,0
75,-200,2,53.0238,-112.0952,-112.0952,0,0
75,-200,2,59.44048,-137.7619,-137.7619,0,0
