Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
2,10,12,37.625,11,34.7753,100
2,10,13,37.625,11,34.7753,44.44444
2,10,13,37.625,11,34.7753,0
2,10,14,37.625,11,34.7753,100
2,10,14,37.625,11,34.7753,100
2,10,15,40.95,11,34.7753,100
2,10,16,40.95,11,34.7753,100
2,10,17,40.95,11,34.7753,100
2,10,18,40.95,11,34.7753,61.53846
2,10,18,40.95,11,34.7753,100
2,10,19,40.95,11,34.7753,100
2,10,20,40.95,11,34.7753,100
2,10,21,40.95,11,34.7753,100
2,10,22,40.95,11,34.7753,0
2,10,23,40.95,11,34.7753,100
2,10,25,40.95,11,34.7753,0
