Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
3,14,12,36.575,7,25.43553,100
3,14,13,36.575,7,25.43553,83.33334
3,14,15,38.57,7,25.43553,100
3,14,16,38.57,7,25.43553,0
3,14,17,38.57,7,25.43553,87.5
3,14,18,38.57,7,25.43553,77.77778
3,14,19,38.57,7,25.43553,75
3,14,20,38.57,7,25.43553,100
3,14,21,38.57,7,25.43553,85.71429
3,14,21,38.57,7,25.43553,77.77778
3,14,22,38.57,7,25.43553,0
3,14,23,38.57,7,25.43553,62.5
3,14,23,38.57,7,25.43553,0
3,14,25,38.57,7,25.43553,70.58823
