Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,0,1,37.625,11,34.7753,100
1,10,1,37.625,11,34.7753,100
1,10,2,37.625,11,34.7753,100
1,10,3,37.625,11,34.7753,100
1,10,4,37.625,11,34.7753,100
1,10,5,37.625,11,34.7753,100
1,10,6,37.625,11,34.7753,100
1,10,7,37.625,11,34.7753,100
1,10,8,37.625,11,34.7753,100
1,10,8,37.625,11,34.7753,100
1,10,9,37.625,11,34.7753,100
1,10,10,37.625,11,34.7753,100
1,10,11,37.625,11,34.7753,54.54546
