Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
5,9,35,41.545,12,38.97186,0
5,8,35,42.14,13,44.36035,90
5,9,35,41.545,12,38.97186,90
5,10,35,40.95,11,34.7753,100
5,11,35,40.355,10,31.50702,100
5,12,35,39.76,9,28.96167,100
5,13,35,39.165,8,26.97936,100
5,14,35,38.57,7,25.43553,100
5,15,35,37.975,6,24.23319,100
5,16,35,37.38,5,23.29682,42.85714
5,15,35,37.975,6,24.23319,28.57143
5,14,35,38.57,7,25.43553,50
5,13,35,39.165,8,26.97936,57.14286
5,12,35,39.76,9,28.96167,57.14286
5,17,35,36.785,4,22.56756,0
5,18,35,36.19,3,21.99962,0
5,19,35,35.595,2,21.5573,0
6,9,35,41.545,12,38.97186,80
6,10,35,40.95,11,34.7753,100
6,11,35,40.355,10,31.50702,100
6,12,35,39.76,9,28.96167,100
6,13,35,39.165,8,26.97936,100
6,14,35,38.57,7,25.43553,73.33334
6,15,35,37.975,6,24.23319,100
6,16,35,37.38,5,23.29682,100
6,17,35,36.785,4,22.56756,83.33334
6,18,35,36.19,3,21.99962,50
6,17,35,36.785,4,22.56756,88.88889
6,18,35,36.19,3,21.99962,85.71429
6,19,35,35.595,2,21.5573,100
