Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,15,0,36.3125,6,24.23319,37.5
1,15,1,36.3125,6,24.23319,100
1,15,2,36.3125,6,24.23319,0
1,15,3,36.3125,6,24.23319,100
1,15,4,36.3125,6,24.23319,77.77778
1,15,5,36.3125,6,24.23319,100
1,15,6,36.3125,6,24.23319,77.77778
1,15,7,36.3125,6,24.23319,80
1,15,8,36.3125,6,24.23319,0
1,15,9,36.3125,6,24.23319,0
1,15,10,36.3125,6,24.23319,61.53846
1,15,13,36.3125,6,24.23319,100
