Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,9,0,38.85,12,38.97186,100
1,9,1,37.8875,12,38.97186,100
1,9,2,37.8875,12,38.97186,100
1,9,3,37.8875,12,38.97186,100
1,9,4,37.8875,12,38.97186,100
1,9,5,37.8875,12,38.97186,100
1,9,6,37.8875,12,38.97186,100
1,9,7,37.8875,12,38.97186,100
1,9,8,37.8875,12,38.97186,100
1,9,9,37.8875,12,38.97186,100
1,9,10,37.8875,12,38.97186,100
1,9,11,37.8875,12,38.97186,57.14286
1,9,11,37.8875,12,38.97186,100
1,9,11,37.8875,12,38.97186,71.42857
1,9,13,37.8875,12,38.97186,100
1,9,13,37.8875,12,38.97186,80
