Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
47.5,-110,2,70,-200,-200,0,0
47.5,-110,1,25,-20,-20,0,0
47.5,-110,2,49.78572,-119.1429,-119.1429,0,0
47.5,-110,1,28.85714,-35.42857,-35.42857,0,0
47.5,-110,2,57.46429,-149.8571,-149.8571,0,0
47.5,-110,2,58.42857,-153.7143,-153.7143,0,0
47.5,-110,2,40,-80,-80,0,0
47.5,-110,2,40,-80,-80,0,0
47.5,-110,2,40,-80,-80,0,0
47.5,-110,1,40,-80,-80,0,0
47.5,-110,1,43.96429,-95.85715,-95.85715,0,0
47.5,-110,2,25,-20,-20,0,0
47.5,-110,2,47.82143,-111.2857,-111.2857,0,0
47.5,-110,2,45.25,-101,-101,0,0
47.5,-110,2,40,-80,-80,0,0
47.5,-110,1,40,-80,-80,0,0
47.5,-110,2,40,-80,-80,0,0
47.5,-110,2,40,-80,-80,0,0
