Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
25,-20,1,40,-80,-80,0,0
25,-20,1,40,-80,-80,0,0
25,-20,1,58.78572,-155.1429,-155.1429,0,0
25,-20,1,40,-80,-80,0,0
25,-20,1,53.64286,-134.5714,-134.5714,0,0
25,-20,1,56.85714,-147.4286,-147.4286,0,0
25,-20,1,40,-80,-80,0,0
25,-20,1,56.85714,-147.4286,-147.4286,0,0
25,-20,1,38.21429,-72.85715,-72.85715,0,0
25,-20,1,45.92857,-103.7143,-103.7143,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,27.28572,-29.14288,-29.14288,0,0
25,-20,2,43.35714,-93.42857,-93.42857,0,0
25,-20,1,40,-80,-80,0,0
25,-20,2,52.35714,-129.4286,-129.4286,0,0
25,-20,1,40.14286,-80.57143,-80.57143,0,0
25,-20,2,59.42857,-157.7143,-157.7143,0,0
25,-20,1,40,-80,-80,0,0
25,-20,1,63.92857,-175.7143,-175.7143,0,0
25,-20,1,45.28571,-101.1429,-101.1429,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,25,-20,-20,0,0
25,-20,2,56.21429,-144.8571,-144.8571,0,0
25,-20,1,49.78571,-119.1429,-119.1429,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,25,-20,-20,0,0
25,-20,2,66.5,-186,-186,0,0
25,-20,1,48.5,-114,-114,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,58.10714,-152.4286,-152.4286,0,0
25,-20,2,35,-60,-60,0,0
25,-20,1,61.35714,-165.4286,-165.4286,0,0
25,-20,2,35.64286,-62.57144,-62.57144,0,0
25,-20,1,45.92857,-103.7143,-103.7143,0,0
25,-20,2,34.35714,-57.42857,-57.42857,0,0
25,-20,1,70,-200,-200,0,0
25,-20,2,42.35714,-89.42857,-89.42857,0,0
25,-20,1,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,2,29.17857,-36.71429,-36.71429,0,0
25,-20,1,30.46428,-41.85714,-41.85714,0,0
25,-20,2,56.82143,-147.2857,-147.2857,0,0
25,-20,1,27.25,-29,-29,0,0
25,-20,1,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,1,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
25,-20,2,40,-80,-80,0,0
