Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,9,10,37.8875,12,38.97186,100
1,10,10,37.625,11,34.7753,100
1,11,10,37.3625,10,31.50702,100
1,12,10,37.1,9,28.96167,100
1,13,10,36.8375,8,26.97936,100
1,14,10,36.575,7,25.43553,100
1,15,10,36.3125,6,24.23319,61.53846
1,14,10,36.575,7,25.43553,80
1,16,10,36.05,5,23.29682,0
1,17,10,35.7875,4,22.56756,0
1,18,10,35.525,3,21.99962,0
1,19,10,35.2625,2,21.5573,0
