Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,9,11,37.8875,12,38.97186,57.14286
1,9,11,37.8875,12,38.97186,100
1,10,11,37.625,11,34.7753,54.54546
1,9,11,37.8875,12,38.97186,71.42857
1,11,11,37.3625,10,31.50702,0
1,12,11,37.1,9,28.96167,0
1,13,11,36.8375,8,26.97936,0
1,14,11,36.575,7,25.43553,0
1,15,11,36.3125,6,24.23319,0
1,16,11,36.05,5,23.29682,0
1,17,11,35.7875,4,22.56756,0
1,18,11,35.525,3,21.99962,0
1,19,11,35.2625,2,21.5573,0
