Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
30,-20,1,55.95235,-123.8094,-123.8094,0,0
30,-20,2,31.33334,-25.33336,-25.33336,0,0
52.5,-110,2,54.38092,-117.5237,-117.5237,0,0
52.5,-110,1,73.71429,-194.8571,-194.8571,0,0
75,-200,1,78.95238,-215.8095,-215.8095,0,0
75,-200,2,42.94048,-71.76193,-71.76193,0,0
52.5,-110,2,36,-44,-44,0,0
52.5,-110,2,61.79763,-147.1905,-147.1905,0,0
30,-20,2,41.23809,-64.95235,-64.95235,0,0
30,-20,2,32.46429,-29.85715,-29.85715,0,0
75,-200,2,58.5238,-134.0952,-134.0952,0,0
75,-200,2,32.46429,-29.85715,-29.85715,0,0
