Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
5,9,32,41.545,12,38.97186,100
5,10,32,40.95,11,34.7753,100
5,11,32,40.355,10,31.50702,100
5,12,32,39.76,9,28.96167,100
5,13,32,39.165,8,26.97936,88.88889
5,14,32,38.57,7,25.43553,100
5,15,32,37.975,6,24.23319,100
5,16,32,37.38,5,23.29682,100
5,17,32,36.785,4,22.56756,85.71429
5,18,32,36.19,3,21.99962,58.33333
5,17,32,36.785,4,22.56756,58.33333
5,19,32,35.595,2,21.5573,0
6,9,32,41.545,12,38.97186,100
6,10,32,40.95,11,34.7753,100
6,11,32,40.355,10,31.50702,100
6,12,32,39.76,9,28.96167,100
6,13,32,39.165,8,26.97936,100
6,14,32,38.57,7,25.43553,85.71429
6,15,32,37.975,6,24.23319,80
6,16,32,37.38,5,23.29682,71.42857
6,16,32,37.38,5,23.29682,0
6,17,32,36.785,4,22.56756,0
6,18,32,36.19,3,21.99962,0
6,19,32,35.595,2,21.5573,0
