Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
2,14,12,36.575,7,25.43553,28.57143
2,14,13,36.575,7,25.43553,0
2,14,14,36.575,7,25.43553,0
2,14,15,38.57,7,25.43553,33.33333
2,14,15,38.57,7,25.43553,0
2,14,16,38.57,7,25.43553,70
2,14,16,38.57,7,25.43553,0
2,14,17,38.57,7,25.43553,83.33334
2,14,17,38.57,7,25.43553,85.71429
2,14,18,38.57,7,25.43553,100
2,14,19,38.57,7,25.43553,58.33333
2,14,19,38.57,7,25.43553,87.5
