Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
4,11,12,37.3625,10,31.50702,100
4,11,13,37.3625,10,31.50702,64.28571
4,11,13,37.3625,10,31.50702,57.14286
4,11,15,40.355,10,31.50702,83.33334
4,11,16,40.355,10,31.50702,77.77778
4,11,17,40.355,10,31.50702,100
4,11,18,40.355,10,31.50702,100
4,11,19,40.355,10,31.50702,76.92308
4,11,20,40.355,10,31.50702,100
4,11,21,40.355,10,31.50702,100
4,11,22,40.355,10,31.50702,0
