Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
4,10,12,37.625,11,34.7753,100
4,10,13,37.625,11,34.7753,100
4,10,13,37.625,11,34.7753,71.42857
4,10,15,40.95,11,34.7753,100
4,10,16,40.95,11,34.7753,100
4,10,17,40.95,11,34.7753,100
4,10,18,40.95,11,34.7753,100
4,10,19,40.95,11,34.7753,100
4,10,20,40.95,11,34.7753,100
4,10,21,40.95,11,34.7753,100
4,10,22,40.95,11,34.7753,0
4,10,23,40.95,11,34.7753,100
4,10,25,40.95,11,34.7753,0
4,10,25,40.95,11,34.7753,100
