Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
3,9,26,41.545,12,38.97186,100
3,1,26,46.305,20,160.1841,0
3,2,26,45.71,19,129.1755,0
3,3,26,45.115,18,105.026,0
3,4,26,44.52,17,86.2183,0
3,5,26,43.925,16,71.57086,0
3,6,26,43.33,15,60.16343,0
3,7,26,42.735,14,51.27931,0
3,8,26,42.14,13,44.36035,0
3,9,26,41.545,12,38.97186,0
3,10,26,40.95,11,34.7753,0
3,11,26,40.355,10,31.50702,0
3,12,26,39.76,9,28.96167,0
3,13,26,39.165,8,26.97936,0
3,14,26,38.57,7,25.43553,0
3,15,26,37.975,6,24.23319,0
3,16,26,37.38,5,23.29682,0
3,17,26,36.785,4,22.56756,0
3,18,26,36.19,3,21.99962,0
3,19,26,35.595,2,21.5573,0
2,9,26,41.545,12,38.97186,100
2,10,26,40.95,11,34.7753,37.5
