Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
0,0,8,40.25,21,200,100
0,1,8,39.9875,20,160.1841,100
0,2,8,39.725,19,129.1755,100
0,3,8,39.4625,18,105.026,100
0,4,8,39.2,17,86.2183,100
0,5,8,38.9375,16,71.57086,100
0,6,8,38.675,15,60.16343,100
0,7,8,38.4125,14,51.27931,100
0,8,8,38.15,13,44.36035,100
0,9,8,37.8875,12,38.97186,100
0,10,8,37.625,11,34.7753,85.71429
0,11,8,37.3625,10,31.50702,100
0,12,8,37.1,9,28.96167,100
0,13,8,36.8375,8,26.97936,100
0,14,8,36.575,7,25.43553,100
0,15,8,36.3125,6,24.23319,100
0,16,8,36.05,5,23.29682,100
0,17,8,35.7875,4,22.56756,83.33334
0,18,8,35.525,3,21.99962,77.77778
0,19,8,35.2625,2,21.5573,100
1,0,8,40.25,21,200,100
1,1,8,39.9875,20,160.1841,100
1,2,8,39.725,19,129.1755,100
1,3,8,39.4625,18,105.026,40
1,2,8,39.725,19,129.1755,100
1,3,8,39.4625,18,105.026,100
1,4,8,39.2,17,86.2183,100
1,5,8,38.9375,16,71.57086,100
1,6,8,38.675,15,60.16343,100
1,7,8,38.4125,14,51.27931,100
1,8,8,38.15,13,44.36035,87.5
1,9,8,37.8875,12,38.97186,81.81818
1,10,8,37.625,11,34.7753,88.88889
1,11,8,37.3625,10,31.50702,54.54546
1,10,8,37.625,11,34.7753,54.54546
