Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
3,13,12,36.8375,8,26.97936,100
3,13,12,36.8375,8,26.97936,100
3,13,13,36.8375,8,26.97936,100
3,13,15,39.165,8,26.97936,100
3,13,16,39.165,8,26.97936,57.14286
3,13,16,39.165,8,26.97936,0
3,13,17,39.165,8,26.97936,100
3,13,18,39.165,8,26.97936,100
3,13,19,39.165,8,26.97936,100
3,13,20,39.165,8,26.97936,100
3,13,21,39.165,8,26.97936,100
3,13,22,39.165,8,26.97936,0
3,13,23,39.165,8,26.97936,83.33334
3,13,25,39.165,8,26.97936,77.77778
3,13,25,39.165,8,26.97936,70.58823
