Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
4,14,12,36.575,7,25.43553,100
4,14,13,36.575,7,25.43553,100
4,14,15,38.57,7,25.43553,100
4,14,16,38.57,7,25.43553,100
4,14,16,38.57,7,25.43553,25
4,14,17,38.57,7,25.43553,88.88889
4,14,18,38.57,7,25.43553,87.5
4,14,19,38.57,7,25.43553,0
4,14,20,38.57,7,25.43553,71.42857
4,14,20,38.57,7,25.43553,0
4,14,21,38.57,7,25.43553,57.14286
4,14,22,38.57,7,25.43553,0
