Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
4,9,12,37.8875,12,38.97186,100
4,9,12,37.8875,12,38.97186,100
4,9,13,37.8875,12,38.97186,100
4,9,15,41.545,12,38.97186,100
4,9,16,41.545,12,38.97186,100
4,9,17,41.545,12,38.97186,100
4,9,18,41.545,12,38.97186,100
4,9,19,41.545,12,38.97186,66.66666
4,9,20,41.545,12,38.97186,100
4,9,21,41.545,12,38.97186,100
4,9,22,41.545,12,38.97186,50
4,9,22,41.545,12,38.97186,75
4,9,23,41.545,12,38.97186,100
4,9,25,41.545,12,38.97186,66.66666
4,9,25,41.545,12,38.97186,100
