Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,14,0,36.575,7,25.43553,100
1,14,1,36.575,7,25.43553,100
1,14,2,36.575,7,25.43553,0
1,14,3,36.575,7,25.43553,100
1,14,4,36.575,7,25.43553,100
1,14,5,36.575,7,25.43553,100
1,14,6,36.575,7,25.43553,100
1,14,7,36.575,7,25.43553,83.33334
1,14,8,36.575,7,25.43553,0
1,14,9,36.575,7,25.43553,80
1,14,10,36.575,7,25.43553,100
1,14,10,36.575,7,25.43553,801,14,13,36.575,7,25.43553,100
