Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
4,15,12,36.3125,6,24.23319,90
4,15,13,36.3125,6,24.23319,71.42857
4,15,13,36.3125,6,24.23319,100
4,15,15,37.975,6,24.23319,100
4,15,15,37.975,6,24.23319,100
4,15,16,37.975,6,24.23319,25
4,15,17,37.975,6,24.23319,80
4,15,18,37.975,6,24.23319,57.14286
4,15,18,37.975,6,24.23319,0
4,15,19,37.975,6,24.23319,0
4,15,20,37.975,6,24.23319,0
4,15,21,37.975,6,24.23319,0
4,15,22,37.975,6,24.23319,0
