Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
0,1,0,39.9875,20,160.1841,100
0,1,1,39.9875,20,160.1841,100
0,1,2,39.9875,20,160.1841,83.33334
0,1,2,39.9875,20,160.1841,71.42857
0,1,3,39.9875,20,160.1841,100
0,1,4,39.9875,20,160.1841,83.33334
0,1,5,39.9875,20,160.1841,100
0,1,6,39.9875,20,160.1841,100
0,1,7,39.9875,20,160.1841,100
0,1,8,39.9875,20,160.1841,100
0,1,9,39.9875,20,160.1841,100
0,1,13,39.9875,20,160.1841,100
