Phase, Experiment Index, Participant Index, Trial Visual Frequency, Trial Haptic Index, Trial Haptic Frequency, Percentage Perceived Smoother
1,2,0,41.3,19,129.1755,100
1,2,1,39.725,19,129.1755,100
1,2,2,39.725,19,129.1755,75
1,2,3,39.725,19,129.1755,100
1,2,4,40.67,19,129.1755,0
1,2,4,39.725,19,129.1755,100
1,2,5,39.725,19,129.1755,100
1,2,6,39.725,19,129.1755,100
1,2,7,39.725,19,129.1755,100
1,2,8,39.725,19,129.1755,100
1,2,8,39.725,19,129.1755,100
1,2,9,39.725,19,129.1755,100
1,2,11,39.725,19,129.1755,0
