Trial Frequency, Trial Roughness, Trial Amplitude, Participant Frequency, Participant Roughness, Participant Amplitude, Frequency Error, Roughness Error, Amplitude Error
75,-200,2,65.38096,-161.5238,-161.5238,0,0
75,-200,2,67.47617,-169.9047,-169.9047,0,0
30,-20,2,35.52382,-42.09526,-42.09526,0,0
30,-20,2,25,0,0,0,0
52.5,-110,2,58.57143,-134.2857,-134.2857,0,0
52.5,-110,2,55.90475,-123.619,-123.619,0,0
75,-200,1,25,0,0,0,0
75,-200,2,55.90475,-123.619,-123.619,0,0
30,-20,1,44.38094,-77.52377,-77.52377,0,0
30,-20,2,80,-220,-220,0,0
52.5,-110,2,65.07143,-160.2857,-160.2857,0,0
52.5,-110,1,30.23809,-20.95235,-20.95235,0,0
